IDENTIFIKATOR_KLIJENTA,DOB,GRAD_STALNE_ADRESE,POSTANSKI_BROJ_STALNE_ADRESE,ZUPANIJA_STALNE_ADRESE,DRZAVA_STALNE_ADRESE,STATISTICKA_OZNAKA,ORGANIZACIJSKA_JEDINICA_KLIJENTA,DATUM_PRVOG_POCETKA_POSLOVNOG_ODNOSA,DATUM_ZADNJEG_POCETKA_POSLOVNOG_ODNOSA,SPOL,STATUS_ZAPOSLENJA,VRSTA_ZAPOSLENJA,POZICIJA,STRUCNA_SPREMA,SIFRA_VRSTE_KLIJENTA,DRZAVA_NACIONALNOSTI,GRAD_DOPISNE_ADRESE,POSTANSKI_BROJ_DOPISNE_ADRESE,ZUPANIJA_DOPISNE_ADRESE,DRZAVA_DOPISNE_ADRESE,KREDITNI_RATING,OZNAKA_AKVIZICIJE_KLIJENTA,IMA_LI_KLIJENT_KYC_BLOKADU,KLIJENT_REZIDENT,GODINE_STAZA_KOD_TRENUTNOG_POSLODAVCA,GODINE_STAZA,ZANIMANJE,KATEGORIJA_POSLODAVCA,TIP_POSLODAVCA,VRSTA_STANOVANJA,PERIOD_PROVEDEN_NA_TRENUTNOJ_ADRESI,TIP_VLASNISTVA,BROJ_CLANOVA_KUCANSTVA,BROJ_UZDRZAVANIH_CLANOVA_KUCANSTVA,KLIJENT_PREMINUO,BRACNI_STATUS,KLIJENT_PRIMA_OSNOVNO_PRIMANJE_U_BANCI
RDB18WVFTVRL,86,RIJEKA,51000,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,256,8/5/1994/,8/5/1994/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,RIJEKA,51000,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
7VAKK1K0Y571,79,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,6/3/1996/,6/3/1996/,F,EMPLOYED,UMIROVLJENIK,OSTALO,VSS,60015,HR,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,,1.0,,N,N,DA
XYJWTHHZPWZ4,68,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,236,23/6/1998/,23/6/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,VSS,60015,HR,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,STAN,2.0,,N,Y,DA
KDY9EO6SR0LU,80,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,31/12/2001/,6/11/2023/,F,EMPLOYED,UMIROVLJENIK,OSTALO,VSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,6.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,,,,,,,N,,NE
AES920WPCVX1,77,DONJI LADUČ,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,22/6/1995/,22/6/1995/,F,EMPLOYED,UMIROVLJENIK,OSTALO,NSS,60015,HR,DONJI LADUČ,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,DA
DCFJRQQR89TY,60,ZAPREŠIĆ,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,20/4/2004/,20/4/2004/,F,EMPLOYED,ZAPOSLEN,NIŽA RAZINA RUKOVOĐENJA,VSS,60015,HR,ZAPREŠIĆ,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,>10,"DRŽAVNI SLUŽBENIK, ZAPOSLENICI U JAVNIM USTANOVAMA","Državna uprava/ ministarstva/HNB/Hanfa/ Lokalna uprava (županija, grad, općina)",JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,KUĆA,3.0,,N,Y,DA
PRTP5SV8DC6W,63,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,246,6/2/1996/,6/2/1996/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,DA
HEO1SW5YPES6,59,KAŠTEL STARI,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,204,11/11/1998/,11/11/1998/,F,EMPLOYED,NEZAPOSLEN,OSTALO,SSS,60015,HR,KAŠTEL STARI,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,<1,>10,TRGOVCI,,OSTALO,VLASTITI STAN/KUĆA,>5,,5.0,2.0,N,Y,NE
EXK09ET05LZ8,66,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,23/6/1998/,23/6/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
TSXP83XVQ4LK,87,LABIN,52220,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,LABIN,52220,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
NWQYNL54ODPF,51,VRBOVEC,10340,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,VRBOVEC,10340,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
7O8JY55A6LR0,57,PLOČE,20340,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,203,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,PLOČE,20340,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
03TGIDQ2TAYX,55,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
0Y5UZPO0G586,79,VELIKO TROJSTVO,43220,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,248,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VELIKO TROJSTVO,43220,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
926XPCKNZKE5,55,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
ZV6HOOD8MDDX,50,VRBJE,35420,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,4/10/1999/,4/10/1999/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VRBJE,35420,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
VUBNR07960D7,43,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,203,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
QAPSUD30UCBN,60,BEDENICA,10380,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,BEDENICA,10380,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
D283JM44WHKH,58,ČAGLIN,34350,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,258,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ČAGLIN,34350,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
DRW6KSDQ6WAJ,56,PODGORAČ,31430,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,PODGORAČ,31430,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
2H8GQPL9WKQB,53,RETKOVCI,32280,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,RETKOVCI,32280,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
MBD3IYP32MYF,53,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
6HQ08M6GJHK9,86,STOBREČ,21310,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,19/4/2006/,19/4/2006/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,STOBREČ,21310,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,,,,,,Y,,NE
BPDT1BSZ2A92,71,DRVENIK,21330,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,11/12/2000/,11/12/2000/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,DRVENIK,21330,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
Q3U9I9Y8YZHY,61,GORNJI STUPNIK,10250,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,GORNJI STUPNIK,10250,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
BSPG1BKX1QWK,53,MIHOVLJAN,49250,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,27/1/2017/,27/1/2017/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,MIHOVLJAN,49250,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
9H35X8IXKLAR,72,DONJI VAROŠ,35430,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,DONJI VAROŠ,35430,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
V5OIH28MI293,86,KLOŠTAR VOJAKOVAČKI,48260,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,247,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,KLOŠTAR VOJAKOVAČKI,48260,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
MCX416N0KXEF,54,VOĐINCI,32280,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VOĐINCI,32280,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
HG5JKRP6XDYI,62,HRVATSKA DUBICA,44450,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,HRVATSKA DUBICA,44450,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
DSKJT6NWU09Y,62,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
F5X5IO6DMT11,73,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
UXTFF8L05INU,78,KAŠTEL SUĆURAC,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,KAŠTEL SUĆURAC,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
DAXFYOEWM3P3,39,ŠIBENIK,22000,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,6,9/12/2005/,9/12/2005/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ŠIBENIK,22000,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
GWJJ70K7QEZ8,46,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,218,12/1/1999/,19/11/2019/,F,EMPLOYED,NEZAPOSLEN,OSTALO,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,TRGOVCI,,OSTALO,KOD SUPRUŽNIKA/PARTNERA,>5,,,,N,Y,DA
F9X0IXTSGVLG,51,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,31/3/2017/,31/3/2017/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,3-7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",Državno/Lokalno poduzeće,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,STAN,4.0,2.0,N,Y,DA
DL98WQ5AUDZM,49,DUGOPOLJE,21200,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,233,20/3/2025/,20/3/2025/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,DUGOPOLJE,21200,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - MALO,,,,,,N,,NE
968WWN3SKVGH,64,ŠESTANOVAC,21250,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,20/3/2025/,20/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ŠESTANOVAC,21250,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,NE
M7O3YAKUHTS3,49,SEGET DONJI,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,244,25/8/2008/,25/8/2008/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,SEGET DONJI,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,<1,1-5,OSTALI ZAPOSLENICI,Državno/Lokalno poduzeće,PRIVATNO PODUZEĆE - SREDNJE,KOD RODITELJA,>5,,2.0,,N,Y,DA
RPIKRZVOF5WF,43,VELIKI BUKOVEC,42230,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,247,6/4/2007/,6/4/2007/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,VELIKI BUKOVEC,42230,VARAŽDINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,1-3,>10,OSTALI ZAPOSLENICI,d.d. privatno,PRIVATNO PODUZEĆE - SREDNJE,KOD RODITELJA,>5,,3.0,,N,N,DA
LXK0Q1YZSYBV,65,KOPRIVNICA,48000,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,247,15/8/1993/,15/8/1993/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,KOPRIVNICA,48000,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,7.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,<3,,3.0,,N,Y,DA
1P5B6SQ1VRHN,68,BEKETINCI,31400,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,236,23/12/1993/,23/12/1993/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,BEKETINCI,31400,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,2.0,,N,Y,DA
MZH00CW7594O,76,DICMO,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,273,16/10/2002/,16/10/2002/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,DICMO,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,KOD SUPRUŽNIKA/PARTNERA,>5,,2.0,,N,Y,DA
BITAS4ZTENWX,84,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,245,23/8/1997/,23/8/1997/,M,EMPLOYED,UMIROVLJENIK,OSTALO,VŠS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,2.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,,,,2.0,,N,,DA
RMQBWE27X11R,66,POŽEGA,34000,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,258,29/6/1999/,29/6/1999/,F,EMPLOYED,UMIROVLJENIK,OSTALO,VSS,60015,HR,POŽEGA,34000,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,2.0,,N,Y,DA
EU6Y7FJD7YMY,54,KOSTRENA,51220,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,20/3/2025/,20/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,KOSTRENA,51220,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
WPUAEELEM7BX,33,ŠIBENIK,22000,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,263,28/1/2016/,28/1/2016/,M,,ZAPOSLEN,ZAPOSLENIK,VSS,60015,HR,ŠIBENIK,22000,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",,JAVNO PODUZEĆE,,,,,,N,,DA
RYF2A5GQC08Z,83,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/1998/,29/4/1998/,F,EMPLOYED,UMIROVLJENIK,OSTALO,VŠS,60015,HR,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,DA
KJ6MMJWOCKLB,69,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,259,12/7/2006/,12/7/2006/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,2.0,,N,Y,DA
SNMJ9CP5TL0I,70,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,234,15/8/1993/,15/8/1993/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,>7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,,,,4.0,2.0,N,,DA
L03KZUYH80X1,79,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,266,5/7/2023/,5/7/2023/,F,,UMIROVLJENIK,OSTALO,VSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,>7,5-10,OSTALI ZAPOSLENICI,d.o.o. privatno,OSTALO,VLASTITI STAN/KUĆA,>5,STAN,4.0,2.0,N,N,NE
XH2YSW9JM1LK,67,GALIŽANA,52210,ISTARSKA ŽUPANIJA,HRVATSKA,60000023 - NEREZIDENT PRAVNA ILI FIZIČKA OSOBA,207,20/11/2012/,20/11/2012/,F,,UMIROVLJENIK,OSTALO,,60023,DE,GALIŽANA,52210,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,B,,,,,OSTALO,,,,,,N,,NE
H5V5M8I5J97L,77,NOVA MOKOŠICA,20230,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,203,8/12/2011/,8/12/2011/,M,,UMIROVLJENIK,OSTALO,,60015,HR,NOVA MOKOŠICA,20230,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,DA
EV5LLICP5PI1,67,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,270,24/10/2023/,24/10/2023/,M,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
8YOFNM225YQL,59,KANFANAR,52350,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,206,31/7/2014/,31/7/2014/,F,,ZAPOSLEN,ZAPOSLENIK,VSS,60015,HR,KANFANAR,52350,ISTARSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE","Državna uprava/ ministarstva/HNB/Hanfa/ Lokalna uprava (županija, grad, općina)",JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,DA
3HMR94MBC8JE,35,NIN,23230,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,260,12/8/2019/,12/8/2019/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
FM9SQ3LQ4KL9,67,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,22/3/2006/,22/3/2006/,M,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
